0.659
4,0,2243873058
4,0,1795044265
4,0,2215368701
0,4,1962781621
0,4,1469174690
0,4,2000722236
4,0,1983024589
4,0,1553458859
4,0,1975100971
4,0,2182826665
0,4,1832636113
0,4,1880486592
0,4,1999082500
4,0,1969594766
4,0,2067445015
0,4,1979154668
0,4,2191433897
0,4,1795959733
4,0,2327045034
4,0,1977641795
4,0,2298766834
4,0,1977165281
0,4,1964588954
0,4,2179106755
0,4,1836206648
4,0,1752124791
4,0,2263902252
4,0,1573392336
4,0,2299163652
0,4,1675792127
4,0,2012557382
4,0,2188627507
0,4,2012276128
4,0,2065108634
4,0,1792538135
4,0,2204867919
0,4,1678492947
4,0,2066281566
4,0,1977347679
4,0,2257124058
0,4,1793986860
4,0,2176477147
4,0,2261700276
0,4,1979683045
0,4,1880267634
4,0,2300885132
4,0,2205820368
4,0,2054590838
4,0,1969494477
4,0,2266129775
4,0,1969718774
0,4,2006532087
4,0,2261286948
0,4,2002833024
4,0,2174728297
4,0,2050673355
4,0,2325376673
4,0,2190875744
4,0,2175494955
4,0,1825874213
4,0,1883104826
0,4,2000400499
4,0,2218841792
4,0,1966550460
0,4,2063495580
4,0,1985820444
4,0,2254819574
4,0,1677593646
4,0,1557562479
4,0,2202109156
4,0,1969662086
0,4,1558792776
0,4,2062721770
4,0,2200292084
4,0,2239703480
0,4,1965620313
4,0,2002545320
4,0,2055322852
4,0,2213807569
4,0,2060672420
0,4,2057958274
0,4,1992892848
0,4,1548700297
4,0,1550838931
0,4,2070703175
0,4,1880710857
0,4,1834364862
4,0,2053543748
0,4,1827648079
0,4,2000671213
0,4,1994316027
4,0,1558972513
0,4,2002443505
4,0,2006624731
0,4,1792073269
0,4,2001076939
0,4,2054921288
4,0,2243881261
4,0,2070183042
0,4,2057819813
0,4,2062399417
0,4,2189605228
4,0,2258524563
4,0,2227267564
4,0,2326818280
4,0,2207357811
0,4,1981029899
4,0,2299389736
0,4,1974741993
4,0,1957497862
4,0,2061803402
0,4,1988770562
4,0,2064589976
4,0,1981343052
4,0,1983127514
4,0,2230582898
4,0,2257148515
0,4,2063822521
4,0,2259414426
4,0,2061891319
4,0,1980493294
4,0,2266917606
4,0,2252940766
0,4,1978501866
4,0,2176430450
4,0,2058777653
4,0,2192834809
4,0,2006290912
4,0,2060423355
4,0,2051440293
4,0,2192301300
4,0,2236836987
4,0,2259432737
4,0,1880538473
4,0,1932993159
0,4,1971513366
0,4,1795134642
4,0,2243049546
0,4,1754524035
0,4,2052866830
4,0,1835988870
4,0,2208585465
0,4,1824621390
4,0,2251705745
4,0,1979678900
4,0,1990470853
4,0,1693533074
0,4,2180849131
0,4,1977704286
0,4,2069494319
4,0,2248759015
4,0,1752443716
4,0,2238009248
0,4,1695657091
0,4,2175843088
0,4,1957241010
4,0,2254841100
4,0,2193249124
0,4,1993665707
4,0,1985693275
0,4,2060924768
4,0,1880102032
4,0,2239278142
4,0,2233606163
0,4,2014295733
4,0,2197687359
0,4,2008625149
4,0,2266396988
4,0,2259935463
4,0,2190832397
4,0,1832864379
0,4,1970521949
4,0,2179395568
0,4,1982049837
0,4,1980254470
0,4,2188130061
4,0,2218737777
4,0,2185353107
4,0,2204887835
4,0,1677370967
4,0,1965996982
4,0,1979863245
4,0,2265970840
0,4,2003317043
4,0,2199669127
4,0,2260953246
4,0,2066902158
0,4,1468268968
4,0,1564950540
4,0,2217793754
4,0,2264958519
4,0,2327529437
0,4,1836456373
4,0,1975655102
4,0,2247445403
4,0,1881551900
4,0,2259825671
4,0,2213947209
4,0,2259896633
4,0,1992975233
0,4,2052989134
4,0,2299667383
0,4,1825559196
0,4,2191805187
4,0,2063449388
4,0,2057967336
4,0,1972433376
4,0,1979308882
0,4,1755443052
4,0,2058851820
4,0,1693198897
4,0,2233620495
0,4,1999181690
0,4,1963199940
4,0,2322447449
4,0,1833427975
0,4,1686216416
0,4,2050004524
4,0,2244952790
0,4,2062290214
4,0,1981443860
0,4,1972666999
0,4,1994185604
0,4,2188448988
4,0,2217511470
4,0,2228024940
0,4,1823597732
4,0,2230091004
4,0,2210836295
0,4,1694882523
0,4,1981295414
4,0,2015627378
4,0,2249909156
0,4,1990841329
4,0,2211434604
0,4,2184556115
4,0,2234218569
4,0,2051676427
4,0,1573400995
4,0,2203664869
4,0,1984825519
0,4,2071945748
4,0,2258357875
0,4,2180847578
4,0,2196151381
0,4,2060085655
0,4,1968080524
4,0,2323712175
4,0,2301201253
4,0,2001240698
4,0,2175393493
0,4,2174736677
4,0,2176040079
4,0,1834605969
4,0,1992871959
4,0,2181300481
0,4,2047547757
0,4,2190751703
4,0,1686274417
4,0,2209729753
4,0,2286021485
4,0,2180952604
0,4,1795363528
4,0,2260599722
0,4,1468556115
4,0,2181117906
4,0,1997501891
4,0,2011239116
4,0,1754696920
0,4,1967983859
4,0,2204651888
4,0,2288110076
4,0,2007086355
0,4,1694238710
4,0,2181320972
4,0,2325726278
4,0,2176269071
4,0,1564219855
4,0,1791791919
4,0,1680088429
0,4,2175469745
4,0,2000533888
4,0,1992863424
0,4,1976734877
4,0,1752524436
0,4,2066921376
4,0,1980230686
4,0,2203220940
4,0,2210282712
0,4,1976091889
0,4,2001801833
4,0,2055220476
4,0,1994142588
0,4,2015163696
4,0,2054771273
4,0,1794463713
0,4,2177881704
0,4,1881517208
0,4,2187320020
4,0,2063169338
4,0,2224977656
0,4,2062743443
0,4,2067219174
0,4,1970285166
4,0,1972729453
0,4,2007163626
0,4,1970221818
4,0,2184862850
4,0,2069934803
4,0,2264228194
4,0,1976366758
0,4,2185897138
0,4,2055572452
0,4,1559908144
0,4,2054717302
0,4,2048842006
0,4,1834543876
0,4,1966839231
0,4,2192335886
0,4,1677504257
4,0,1883253969
4,0,2063310113
4,0,2065906711
4,0,1975619383
4,0,1986587619
4,0,1975547988
4,0,1823808919
4,0,2204432748
0,4,1833587520
0,4,1793987031
4,0,2202326485
4,0,2327318381
4,0,1989954565
0,4,2064168025
4,0,2048339793
4,0,2003042083
0,4,2004305396
4,0,2265414609
4,0,1573580743
4,0,1558852444
4,0,1984879707
0,4,2063556280
0,4,2187730183
4,0,1990788016
4,0,2326285852
0,4,1883455033
0,4,2000788784
4,0,1835190870
4,0,2212546713
0,4,1995956924
4,0,2257008759
0,4,1974444395
0,4,1961355870
0,4,1964939778
0,4,1990524894
4,0,1969576118
4,0,2191950373
4,0,2258584674
4,0,2014779008
0,4,1468653891
4,0,2065007299
4,0,2259576394
4,0,1957119110
4,0,1687146799
4,0,2175714348
0,4,1964918648
4,0,1551543760
0,4,1564733573
4,0,1753107200
4,0,2050955105
4,0,2175914463
4,0,1932858264
4,0,2064182414
4,0,2254538889
4,0,1573998051
0,4,1999708883
4,0,1760272761
4,0,1835350097
4,0,2191150710
4,0,1835058460
4,0,2013653469
4,0,1989731404
0,4,2054934009
0,4,2067315849
0,4,2048303505
4,0,2206626625
4,0,2300276003
4,0,2237360776
4,0,1968098065
0,4,1824181707
4,0,1692600037
4,0,2323411322
4,0,2039652474
4,0,2061188142
4,0,1965071295
0,4,1982248051
4,0,1973597404
0,4,2063803775
4,0,1556967881
4,0,2324794742
0,4,2193153389
4,0,2219538699
4,0,1985026848
0,4,1982666707
4,0,1676029440
4,0,2325278461
0,4,1972226044
4,0,1770614889
0,4,2192536354
0,4,1687042965
0,4,2190832566
4,0,1680162023
4,0,1559940226
4,0,1969158469
4,0,2065676615
0,4,1676064946
4,0,1573664189
0,4,1753518278
4,0,1971824526
0,4,2048010284
0,4,2061667449
4,0,1981103582
4,0,1676752163
0,4,2058097316
4,0,2231069633
4,0,2014283146
4,0,2322074674
0,4,2182050951
4,0,1822642843
0,4,1997678271
4,0,1753476614
0,4,2063145622
0,4,1882128427
0,4,2182479719
4,0,1971329093
0,4,1882268773
4,0,2209145747
4,0,1963383772
0,4,2047857307
4,0,2205413409
4,0,2204003741
4,0,1680165161
0,4,2176350070
0,4,2051498708
0,4,1833556451
4,0,1754491290
0,4,2191530673
4,0,1880782217
4,0,1995928037
4,0,2203920045
4,0,2183834443
4,0,1978114890
0,4,1880904154
0,4,2058860623
4,0,2207290554
0,4,1968862893
4,0,2260417298
4,0,2223989807
0,4,1984053950
4,0,1968874171
0,4,1833986077
0,4,1996111194
4,0,2222177875
0,4,2069567914
4,0,1986581930
4,0,2064575078
4,0,2058356594
0,4,2189038631
4,0,2001736107
4,0,2072038730
0,4,1981456978
4,0,1556595537
4,0,1965757595
4,0,1985866989
0,4,1980433807
4,0,2213782005
4,0,1962580479
0,4,1956211993
4,0,2199572160
4,0,1973730219
0,4,2063572918
4,0,2004286411
4,0,2190764594
4,0,2296997363
4,0,1997261281
0,4,2064359618
0,4,2047902007
4,0,1981161655
4,0,2012798441
4,0,1993894682
4,0,1564235860
0,4,1974219174
4,0,1694873919
4,0,1972913509
0,4,2061921588
4,0,1969485150
4,0,2060667381
0,4,1965638677
0,4,2177096895
4,0,2031171128
4,0,1557001807
4,0,1981127497
4,0,1972193766
0,4,1881580411
4,0,1824524647
4,0,2014730504
4,0,2196635699
4,0,2321791911
4,0,2295556871
0,4,1960823271
4,0,2263141943
4,0,2065672240
4,0,2012926711
0,4,1827820728
4,0,1468416968
0,4,2039895863
0,4,1969681049
4,0,1825436712
4,0,2190213770
4,0,2286896799
4,0,2048760927
0,4,2177602012
4,0,2238109035
4,0,1760069536
4,0,2067503040
4,0,2212533832
0,4,2179799222
4,0,1755249365
0,4,2047296850
0,4,2045107513
0,4,1883366829
0,4,1553082746
4,0,1966734163
4,0,2186644598
4,0,1676445454
4,0,1984052843
0,4,1989832354
4,0,1978974582
0,4,2051645543
4,0,2322753794
4,0,2237125463
4,0,1832859610
4,0,1823867517
0,4,2017011677
4,0,2054983979
4,0,2175595552
0,4,1759970378
4,0,2016932251
0,4,1678336120
4,0,1882492138
4,0,2049771496
4,0,1686849243
4,0,2231346099
4,0,2014897516
0,4,1933138374
4,0,1983581062
0,4,1995086333
4,0,2214359297
0,4,1982835826
4,0,2186588838
0,4,2071869155
4,0,1694284101
4,0,1752697690
4,0,1755121695
4,0,2295786060
0,4,1792481006
0,4,2058861576
4,0,2325229821
4,0,1960451048
4,0,2207136979
4,0,1557389763
0,4,1693744289
4,0,2234047473
0,4,1977996441
4,0,2048818818
4,0,2017156613
0,4,1685871179
4,0,1694434489
4,0,2200853991
4,0,2176034449
4,0,2174971961
4,0,2194048360
4,0,2050432514
0,4,1792115648
4,0,2056402180
0,4,2008077739
0,4,1979566665
